Date,Open,High,Low,Close,Volume,Adj Close
2001-11-12,113.00,117.00,112.05,114.50,7318400,102.99
2001-11-05,109.95,115.56,109.00,114.08,7477000,102.61
2001-10-29,110.50,111.12,106.90,109.50,7423300,98.37
2001-10-22,102.65,112.10,101.90,111.16,8634400,99.86
2001-10-15,99.85,106.70,99.66,102.65,12707500,92.22
2001-10-08,98.03,101.00,94.90,100.84,9651600,90.59
2001-10-01,91.72,98.88,91.34,98.02,9301500,88.06
2001-09-24,91.80,96.00,87.49,91.72,12361900,82.40
2001-09-10,96.00,97.40,89.50,90.50,14363400,81.30
2001-09-04,100.15,103.13,96.00,96.59,10330600,86.77
2001-08-27,106.99,108.20,98.86,99.95,7666200,89.79
2001-08-20,104.68,107.80,101.40,106.99,6668700,96.11
2001-08-13,105.00,106.85,103.66,104.59,5937700,93.96
2001-08-06,107.25,107.37,102.70,104.95,5324400,94.28
2001-07-30,104.90,110.09,104.76,108.18,5009800,97.06
2001-07-23,105.70,106.95,102.73,104.70,6527600,93.93
2001-07-16,108.53,109.38,103.03,105.70,9659800,94.83
2001-07-09,106.50,109.30,101.56,108.53,9016500,97.37
2001-07-02,113.50,115.40,105.81,106.50,6340600,95.55
2001-06-25,113.75,116.95,111.10,113.50,7046000,101.83
2001-06-18,113.98,117.25,111.36,112.87,6785300,101.26
2001-06-11,116.30,118.47,113.38,113.60,7904000,101.92
2001-06-04,113.25,119.00,112.85,116.10,5822700,104.16
2001-05-29,117.35,117.59,111.64,112.89,6819900,101.28
2001-05-21,117.95,119.90,117.10,117.80,6834500,105.69
2001-05-14,111.20,117.68,111.00,117.44,6505500,105.36
2001-05-07,116.20,118.90,110.96,111.81,7551700,100.31
2001-04-30,116.40,118.95,111.20,115.86,8022700,103.82
2001-04-23,114.01,116.90,111.68,116.20,7774900,104.12
2001-04-16,96.20,116.40,95.20,114.83,15508300,102.90
2001-04-09,98.50,101.94,93.80,96.20,10218600,86.20
2001-04-02,97.45,100.00,90.05,97.95,12312500,87.77
2001-03-26,95.25,100.00,93.75,96.18,10467500,86.18
2001-03-19,91.00,94.99,87.65,93.51,11382200,83.79
2001-03-12,97.90,98.90,88.20,90.10,13863700,80.74
2001-03-05,102.81,108.40,97.90,99.29,9226900,88.97
2001-02-26,105.80,107.65,97.50,102.30,11982500,91.67
2001-02-20,114.55,115.60,100.25,104.00,10722700,93.19
2001-02-12,110.55,118.64,110.30,115.00,7225400,103.05
2001-02-05,109.40,118.20,109.30,112.00,7269300,100.36
2001-01-29,112.50,116.75,109.60,110.27,6538000,98.70
2001-01-22,109.50,115.25,107.62,114.19,8056700,102.21
2001-01-16,93.75,113.94,91.81,111.25,13851500,99.58
2001-01-08,93.50,96.44,91.25,93.81,7470200,83.97
2001-01-02,84.50,99.75,83.75,94.00,11060200,84.14
2000-12-26,89.00,89.56,82.12,85.00,7759900,76.08
2000-12-18,88.37,94.44,80.06,89.00,10043600,79.66
2000-12-11,96.50,98.25,87.31,87.81,8295400,78.60
2000-12-04,96.00,104.75,93.12,97.00,7506100,86.82
2000-11-27,100.44,102.00,92.25,95.62,6473200,85.59
2000-11-20,101.50,104.37,98.31,99.94,5660400,89.45
2000-11-13,91.81,102.50,91.62,101.94,5890600,91.24
2000-11-06,99.87,103.75,93.00,93.00,6543100,83.24
2000-10-30,93.50,102.62,90.31,100.12,7949200,89.50
2000-10-23,94.75,95.00,86.94,93.69,9758000,83.75
2000-10-16,111.50,113.87,90.25,94.75,14741300,84.70
2000-10-09,115.94,119.37,103.12,109.06,7617100,97.49
2000-10-02,112.62,119.62,108.56,116.00,8788100,103.69
2000-09-25,124.50,126.62,110.25,112.62,6272100,100.67
2000-09-18,125.25,126.69,120.00,123.87,4425900,110.73
2000-09-11,127.87,129.19,122.75,125.00,5600000,111.74
2000-09-05,132.81,134.88,129.38,129.50,5050400,115.76
2000-08-28,129.88,134.94,129.56,133.63,6150200,119.45
2000-08-21,121.06,129.88,119.87,129.00,4904400,115.32
2000-08-14,120.00,123.69,119.31,120.44,4747800,107.66
2000-08-07,116.62,121.81,115.56,120.62,5971800,107.82
2000-07-31,110.50,116.50,110.06,115.87,4803100,103.46
2000-07-24,114.12,115.62,108.87,111.81,5690900,99.84
2000-07-17,104.44,117.81,101.00,114.75,10576300,102.46
2000-07-10,104.69,105.94,101.00,103.94,5014400,92.81
2000-07-03,108.75,109.87,100.00,105.06,9652100,93.81
2000-06-26,113.00,115.75,108.62,109.56,6594300,97.83
2000-06-19,113.50,120.69,110.81,111.87,5572800,99.89
2000-06-12,119.12,120.44,113.25,113.25,5272800,101.12
2000-06-05,108.44,122.31,108.44,119.69,7566200,106.87
2000-05-30,107.75,111.00,105.50,108.81,4633900,97.16
2000-05-22,106.00,112.25,103.44,106.94,6239400,95.49
2000-05-15,104.00,109.25,102.00,106.44,5938900,95.04
2000-05-08,108.06,110.62,102.06,104.44,6682000,93.26
2000-05-01,112.50,113.62,106.50,107.87,4430200,96.20
2000-04-24,102.00,113.94,101.25,111.50,7097600,99.44
2000-04-17,103.87,115.12,102.06,104.00,10870700,92.75
2000-04-10,124.75,125.37,102.87,105.00,8429900,93.64
2000-04-03,120.00,128.00,115.06,123.12,9468800,109.80
2000-03-27,125.00,128.25,117.06,118.37,8899600,105.57
2000-03-20,110.00,122.25,109.94,120.62,7618100,107.57
2000-03-13,104.00,111.69,102.50,110.00,7398000,98.10
2000-03-06,109.94,111.00,101.00,105.25,8517200,93.87
2000-02-28,104.62,110.00,99.50,108.00,10225600,96.32
2000-02-22,112.00,113.44,104.94,108.00,8628500,96.32
2000-02-14,116.00,118.87,111.50,112.50,5319800,100.33
2000-02-07,116.00,119.75,113.12,115.37,5362900,102.89
2000-01-31,111.37,118.44,109.12,115.62,6566800,103.01
2000-01-24,121.87,122.87,110.06,111.56,6665000,99.39
2000-01-18,119.69,124.75,112.69,121.50,10482600,108.25
2000-01-10,117.25,123.31,115.37,119.62,8532700,106.57
2000-01-03,112.44,119.75,110.62,113.50,10227400,101.12
